ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8139015	2.98e-02	1.39e-02	-2.486349	-4.4000955	-0.2076881		
8098291	2.99e-02	1.39e-02	2.486083	-4.4007353	0.4156855	CLCN3	chloride voltage-gated channel 3
7952884	2.99e-02	1.39e-02	-2.486073	-4.4007595	-0.1824211	B3GAT1	beta-1,3-glucuronyltransferase 1
8171545	2.99e-02	1.39e-02	-2.48603	-4.4008643	-0.1528201	BEND2	BEN domain containing 2
8146837	2.99e-02	1.39e-02	-2.486017	-4.4008942	-0.1915195		
8016438	2.99e-02	1.39e-02	-2.485809	-4.4013953	-0.7131424	HOXB2	homeobox B2
7984124	2.99e-02	1.39e-02	-2.485611	-4.4018701	-0.3748993	APH1B	aph-1 homolog B, gamma-secretase subunit
8041617	2.99e-02	1.39e-02	2.485171	-4.4029294	0.536014	MTA3	metastasis associated 1 family member 3
8042062	2.99e-02	1.39e-02	2.484829	-4.4037503	0.1819932		
7981945	3.00e-02	1.39e-02	2.484264	-4.4051102	0.3661819	PWAR6	Prader Willi/Angelman region RNA 6
8168062	3.00e-02	1.39e-02	-2.484264	-4.4051105	-0.2093504	EDA	ectodysplasin A
8174279	3.01e-02	1.40e-02	2.48334	-4.4073287	0.2382854		
7894171	3.01e-02	1.40e-02	2.483265	-4.4075099	0.4777556		
8153373	3.01e-02	1.40e-02	-2.483142	-4.4078062	-0.1585695	CYP11B2	cytochrome P450 family 11 subfamily B member 2
7947015	3.01e-02	1.40e-02	-2.482961	-4.408239	-0.2426845	TSG101	tumor susceptibility 101
8147970	3.01e-02	1.40e-02	-2.48241	-4.4095625	-0.2881947	EBAG9	estrogen receptor binding site associated, antigen, 9
8013222	3.01e-02	1.40e-02	2.482322	-4.4097747	0.2662507	TOP3A	topoisomerase (DNA) III alpha
7992744	3.01e-02	1.40e-02	-2.482259	-4.409925	-0.1308779	FLYWCH1	FLYWCH-type zinc finger 1
8066189	3.01e-02	1.40e-02	-2.482197	-4.410076	-0.1522415	GHRH	growth hormone releasing hormone
8086352	3.01e-02	1.40e-02	-2.482187	-4.4100983	-0.2888305	ULK4	unc-51 like kinase 4
7938179	3.02e-02	1.40e-02	-2.481542	-4.4116476	-0.154371	OR10A4	olfactory receptor family 10 subfamily A member 4
8157308	3.03e-02	1.41e-02	2.480477	-4.414205	0.208928	C9orf43	chromosome 9 open reading frame 43
8139128	3.03e-02	1.41e-02	-2.480421	-4.4143376	-0.7891873		
8056975	3.03e-02	1.41e-02	-2.480053	-4.4152224	-0.0892001		
7893914	3.03e-02	1.41e-02	-2.479994	-4.4153636	-0.2416282		
7948354	3.03e-02	1.41e-02	2.479852	-4.415703	0.354989	GLYATL2	glycine-N-acyltransferase like 2
7894636	3.03e-02	1.41e-02	2.479593	-4.4163244	0.3007061		
8013268	3.03e-02	1.41e-02	-2.479546	-4.4164375	-0.5046351	FAM106CP///FAM106A	family with sequence similarity 106 member C, pseudogene///family with sequence similarity 106 member A
7926443	3.03e-02	1.41e-02	2.479473	-4.4166138	0.476541		
8088998	3.03e-02	1.41e-02	-2.479436	-4.4167026	-0.1027799		
7896608	3.03e-02	1.41e-02	-2.479391	-4.4168109	-0.2661124		
7995326	3.04e-02	1.41e-02	-2.479075	-4.4175674	-0.27952		
7911718	3.04e-02	1.41e-02	-2.478902	-4.4179825	-0.1925773	LOC100129534	small nuclear ribonucleoprotein polypeptide N pseudogene
8102464	3.04e-02	1.42e-02	2.478512	-4.4189194	0.2583127	TRAM1L1	translocation associated membrane protein 1-like 1
7895650	3.04e-02	1.42e-02	-2.478276	-4.4194837	-0.5168945		
8123340	3.05e-02	1.42e-02	-2.477739	-4.4207723	-0.1685543		
8060094	3.05e-02	1.42e-02	-2.477703	-4.4208585	-0.1783948	OTOS	otospiralin
8078395	3.05e-02	1.42e-02	-2.477483	-4.4213858	-0.3103773		
7981181	3.05e-02	1.42e-02	-2.47744	-4.4214879	-0.5143485	SCARNA13///SNHG10	small Cajal body-specific RNA 13///small nucleolar RNA host gene 10
8083590	3.05e-02	1.42e-02	-2.477229	-4.4219935	-0.1272121		
8125445	3.05e-02	1.42e-02	-2.477132	-4.4222276	-0.3536231		
7893312	3.05e-02	1.42e-02	2.477081	-4.4223484	0.1989207		
8029413	3.05e-02	1.42e-02	2.476701	-4.423259	0.2743538	ZNF227	zinc finger protein 227
7948308	3.06e-02	1.42e-02	-2.47635	-4.424101	-0.1629495		
7905374	3.06e-02	1.43e-02	2.47617	-4.4245314	0.314231	PSMD4	proteasome 26S subunit, non-ATPase 4
8100966	3.06e-02	1.43e-02	-2.475988	-4.4249679	-0.3832339	PF4	platelet factor 4
7894220	3.06e-02	1.43e-02	2.47592	-4.4251323	0.3251429		
7987472	3.06e-02	1.43e-02	-2.475854	-4.4252901	-0.1600936	C15orf56	chromosome 15 open reading frame 56
7984943	3.06e-02	1.43e-02	-2.475466	-4.4262199	-0.3449608	PPCDC	phosphopantothenoylcysteine decarboxylase
7970975	3.06e-02	1.43e-02	2.47521	-4.4268319	0.3989882	CCDC169-SOHLH2///SOHLH2	CCDC169-SOHLH2 readthrough///spermatogenesis and oogenesis specific basic helix-loop-helix 2
7999160	3.06e-02	1.43e-02	-2.475187	-4.4268874	-0.258232	CDIP1	cell death inducing p53 target 1
7893115	3.07e-02	1.43e-02	-2.475053	-4.427209	-0.5481611		
8035278	3.07e-02	1.43e-02	2.47487	-4.4276472	0.1856107	ANO8	anoctamin 8
7912552	3.07e-02	1.43e-02	-2.474822	-4.4277613	-0.2269553	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
7914628	3.07e-02	1.43e-02	2.474737	-4.4279645	0.2729506		
8154285	3.07e-02	1.43e-02	-2.474653	-4.4281658	-0.1323546	MLANA	melan-A
8042113	3.07e-02	1.43e-02	-2.474592	-4.4283114	-0.2282918		
8115014	3.07e-02	1.43e-02	-2.473995	-4.4297415	-0.1715297	IL17B	interleukin 17B
8047606	3.07e-02	1.43e-02	-2.473977	-4.4297847	-0.3403187	NBEAL1	neurobeachin like 1
7971669	3.07e-02	1.43e-02	2.473907	-4.4299515	0.3957767		
8076586	3.07e-02	1.43e-02	2.473877	-4.4300246	0.2336882	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1
7893155	3.07e-02	1.43e-02	2.473863	-4.4300568	0.3479915		
7943317	3.08e-02	1.44e-02	-2.473546	-4.4308172	-0.1935655		
7986385	3.08e-02	1.44e-02	-2.473348	-4.4312892	-0.2486264	SYNM	synemin
7893918	3.08e-02	1.44e-02	2.472927	-4.4322972	0.4118954		
8156783	3.08e-02	1.44e-02	-2.472838	-4.4325116	-0.1707485	COL15A1	collagen type XV alpha 1 chain
7981490	3.08e-02	1.44e-02	-2.472738	-4.4327507	-0.2104661	TMEM179	transmembrane protein 179
8045453	3.08e-02	1.44e-02	2.4727	-4.4328404	0.2507236	MIR128-1	microRNA 128-1
7982535	3.08e-02	1.44e-02	2.472585	-4.4331159	0.4454647	C15orf41	chromosome 15 open reading frame 41
8171336	3.08e-02	1.44e-02	-2.472555	-4.4331888	-0.2028345		
8092348	3.08e-02	1.44e-02	-2.472473	-4.4333855	-0.489291	LAMP3	lysosomal associated membrane protein 3
7896340	3.09e-02	1.44e-02	2.471226	-4.4363685	0.4763263		
8102532	3.09e-02	1.45e-02	-2.471002	-4.4369037	-0.2751263	PDE5A	phosphodiesterase 5A
8180246	3.09e-02	1.45e-02	-2.470998	-4.4369124	-0.4765533		
8015706	3.10e-02	1.45e-02	-2.470541	-4.4380061	-0.1879017	RAMP2-AS1	RAMP2 antisense RNA 1
8073662	3.10e-02	1.45e-02	-2.470539	-4.4380098	-0.4870608	PARVB	parvin beta
7917672	3.10e-02	1.45e-02	-2.469876	-4.4395949	-0.2836172		
8131707	3.11e-02	1.45e-02	-2.469249	-4.441093	-0.1631027		
7895508	3.11e-02	1.45e-02	-2.469018	-4.4416461	-0.262323		
7896331	3.11e-02	1.45e-02	2.468773	-4.4422303	0.3824171		
8093425	3.12e-02	1.46e-02	-2.468255	-4.4434685	-0.263204	IDUA	iduronidase, alpha-L-
7926934	3.12e-02	1.46e-02	2.467695	-4.444806	0.2194536		
8162276	3.12e-02	1.46e-02	-2.467677	-4.4448496	-0.6891998	NFIL3	nuclear factor, interleukin 3 regulated
7956229	3.12e-02	1.46e-02	-2.467649	-4.4449169	-0.1398463	SLC39A5	solute carrier family 39 member 5
7911839	3.12e-02	1.46e-02	-2.467647	-4.44492	-0.2096595	WRAP73	WD repeat containing, antisense to TP73
8151281	3.12e-02	1.46e-02	2.467195	-4.4460006	0.2408818	TRAM1	translocation associated membrane protein 1
7895583	3.12e-02	1.46e-02	-2.467112	-4.4461978	-0.3853548		
8063729	3.13e-02	1.46e-02	-2.467029	-4.4463962	-0.1923967	EDN3	endothelin 3
8041582	3.13e-02	1.46e-02	-2.46668	-4.4472296	-0.202344	PKDCC	protein kinase domain containing, cytoplasmic
7895607	3.13e-02	1.46e-02	2.46615	-4.4484946	0.3314691		
8051773	3.13e-02	1.47e-02	2.465971	-4.4489225	0.3376084		
7979904	3.13e-02	1.47e-02	2.465788	-4.4493603	0.2306377	ADAM21P1///ADAM21	ADAM metallopeptidase domain 21 pseudogene 1///ADAM metallopeptidase domain 21
8016257	3.14e-02	1.47e-02	2.465721	-4.4495183	0.2059717		
7895306	3.14e-02	1.47e-02	-2.465601	-4.449806	-0.2366127		
7939934	3.14e-02	1.47e-02	-2.465324	-4.4504676	-0.1323055		
8062728	3.14e-02	1.47e-02	2.465256	-4.4506303	0.1509519	SGK2	SGK2, serine/threonine kinase 2
7895493	3.14e-02	1.47e-02	2.465163	-4.4508499	0.3466846		
7900413	3.14e-02	1.47e-02	2.465108	-4.4509812	0.2475604	ZMPSTE24	zinc metallopeptidase STE24
8150962	3.14e-02	1.47e-02	2.465058	-4.4511017	0.8941553	TOX	thymocyte selection associated high mobility group box
7894118	3.14e-02	1.47e-02	-2.464828	-4.4516499	-0.2874277		
8058535	3.14e-02	1.47e-02	-2.464727	-4.4518902	-0.1221925	CRYGA	crystallin gamma A
7893100	3.15e-02	1.47e-02	-2.464291	-4.4529315	-0.297967		
7894831	3.15e-02	1.47e-02	-2.463736	-4.4542544	-0.3657589		
8037913	3.15e-02	1.47e-02	-2.463601	-4.454576	-0.2336836	NAPA	NSF attachment protein alpha
8092162	3.15e-02	1.48e-02	2.463356	-4.4551605	0.469498	PP13439	uncharacterized LOC100128046
8117578	3.16e-02	1.48e-02	-2.462884	-4.4562869	-0.0920056		
8158708	3.16e-02	1.48e-02	-2.462837	-4.4563993	-0.1586808	PRDM12	PR/SET domain 12
8133215	3.16e-02	1.48e-02	2.462698	-4.4567289	0.2630631	STAG3L4	stromal antigen 3-like 4 (pseudogene)
7928291	3.16e-02	1.48e-02	-2.461934	-4.4585515	-0.1937768	CHST3	carbohydrate sulfotransferase 3
8135804	3.17e-02	1.48e-02	-2.461445	-4.4597159	-0.111325	ASB15	ankyrin repeat and SOCS box containing 15
7893882	3.17e-02	1.48e-02	-2.461205	-4.4602887	-0.3862683		
7932676	3.17e-02	1.48e-02	2.461129	-4.4604693	0.2127909		
8053872	3.17e-02	1.49e-02	-2.460935	-4.4609305	-0.1818767	ASTL	astacin-like metallo-endopeptidase (M12 family)
8111932	3.17e-02	1.49e-02	-2.460856	-4.4611207	-0.65995	CCL28	C-C motif chemokine ligand 28
7896337	3.17e-02	1.49e-02	-2.460768	-4.4613305	-0.3689627		
8051319	3.17e-02	1.49e-02	-2.460519	-4.4619235	-0.1581549		
7977801	3.18e-02	1.49e-02	-2.459567	-4.4641903	-0.2385424		
8147877	3.18e-02	1.49e-02	2.459514	-4.4643161	0.1389554	TRHR	thyrotropin releasing hormone receptor
8069511	3.19e-02	1.49e-02	-2.459194	-4.4650775	-0.3366901	ANKRD20A11P	ankyrin repeat domain 20 family member A11, pseudogene
7895859	3.19e-02	1.49e-02	2.459115	-4.4652662	0.1938834		
8169742	3.19e-02	1.49e-02	-2.459105	-4.4652896	-0.2538866	XIAP	X-linked inhibitor of apoptosis
7912412	3.19e-02	1.49e-02	2.459003	-4.4655314	0.1508409	MTOR	mechanistic target of rapamycin
7910184	3.19e-02	1.49e-02	2.458701	-4.4662521	0.210542	BTF3P9	basic transcription factor 3 pseudogene 9
7892610	3.19e-02	1.49e-02	2.458675	-4.466314	0.5734168		
8114567	3.19e-02	1.49e-02	2.458631	-4.4664174	0.3386408	PFDN1	prefoldin subunit 1
8107934	3.19e-02	1.50e-02	-2.458002	-4.4679156	-0.4118098	C5orf56	chromosome 5 open reading frame 56
7893310	3.20e-02	1.50e-02	2.457631	-4.4687985	0.3340823		
7927814	3.20e-02	1.50e-02	-2.457354	-4.469456	-0.2377616	SIRT1	sirtuin 1
8154316	3.20e-02	1.50e-02	2.457303	-4.4695769	0.2856625	UHRF2	ubiquitin like with PHD and ring finger domains 2
7893278	3.20e-02	1.50e-02	2.457282	-4.4696278	0.2809915		
8059213	3.20e-02	1.50e-02	2.456913	-4.4705052	0.1726062	RESP18	regulated endocrine specific protein 18
7896270	3.21e-02	1.50e-02	-2.456554	-4.4713604	-0.3550399		
8109908	3.21e-02	1.50e-02	2.456447	-4.4716136	0.3813863	LINC01366	long intergenic non-protein coding RNA 1366
7961243	3.21e-02	1.50e-02	-2.456412	-4.4716964	-0.1537617	TAS2R8	taste 2 receptor member 8
7938750	3.21e-02	1.50e-02	2.456411	-4.4717002	0.1993694	LOC494141	solute carrier family 25 member 51 pseudogene
7954310	3.21e-02	1.50e-02	-2.456331	-4.4718889	-0.2491621	RNA45S5///RNA18S5	RNA, 45S pre-ribosomal 5///RNA, 18S ribosomal 5
8179587	3.21e-02	1.50e-02	-2.456329	-4.4718939	-0.1244313	OR2W1	olfactory receptor family 2 subfamily W member 1
8018095	3.21e-02	1.50e-02	2.456207	-4.4721853	0.2219664		
7982514	3.21e-02	1.51e-02	-2.455743	-4.4732886	-0.2171586		
8155530	3.21e-02	1.51e-02	-2.455519	-4.4738217	-0.2613235	LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	uncharacterized LOC102724238///uncharacterized LOC100126582///fibroblast growth factor 7 pseudogene 3///uncharacterized LOC403323///fibroblast growth factor 7 pseudogene 6///fibroblast growth factor 7
7918235	3.21e-02	1.51e-02	2.455288	-4.4743701	0.2515521	AKNAD1	AKNA domain containing 1
8180368	3.22e-02	1.51e-02	-2.454982	-4.4750965	-0.1185939	DPPA3	developmental pluripotency associated 3
7893704	3.22e-02	1.51e-02	2.454871	-4.4753604	0.2626094		
7899615	3.22e-02	1.51e-02	2.454698	-4.4757734	0.3427712	SERINC2	serine incorporator 2
7951036	3.22e-02	1.51e-02	2.45439	-4.4765047	0.3201397	SNORD5///TAF1D	small nucleolar RNA, C/D box 5///TATA-box binding protein associated factor, RNA polymerase I subunit D
8085195	3.22e-02	1.51e-02	-2.454308	-4.4766982	-0.1589772	LHFPL4	lipoma HMGIC fusion partner-like 4
8085407	3.22e-02	1.51e-02	-2.454162	-4.4770457	-0.2732734	RPL32	ribosomal protein L32
8169965	3.22e-02	1.51e-02	2.454025	-4.4773726	0.1197186		
8095703	3.23e-02	1.51e-02	-2.453662	-4.4782343	-0.1935159		
8164373	3.23e-02	1.51e-02	2.453638	-4.4782909	0.2334007	CIZ1	CDKN1A interacting zinc finger protein 1
8074003	3.23e-02	1.51e-02	2.453568	-4.4784581	0.2202927	TRABD	TraB domain containing
8130370	3.23e-02	1.52e-02	-2.452671	-4.480589	-0.2298497		
8071804	3.24e-02	1.52e-02	-2.452519	-4.4809481	-0.3073807		
8047952	3.24e-02	1.52e-02	-2.452276	-4.4815272	-0.1346276	UNC80	unc-80 homolog, NALCN activator
7907568	3.24e-02	1.52e-02	-2.451896	-4.4824289	-0.1597317	LOC101928751	uncharacterized LOC101928751
7999886	3.24e-02	1.52e-02	-2.451874	-4.4824816	-0.1817066		
8069553	3.24e-02	1.52e-02	2.451542	-4.4832683	0.780536	NRIP1	nuclear receptor interacting protein 1
7964033	3.25e-02	1.52e-02	2.451247	-4.4839696	0.1536356	ANKRD52	ankyrin repeat domain 52
7929256	3.25e-02	1.52e-02	2.451072	-4.4843851	0.42564		
8059028	3.25e-02	1.53e-02	-2.450997	-4.4845612	-0.1163122	CFAP65	cilia and flagella associated protein 65
8145027	3.25e-02	1.53e-02	-2.450594	-4.4855181	-0.2490084	FAM160B2	family with sequence similarity 160 member B2
7894613	3.25e-02	1.53e-02	2.450301	-4.486215	0.1601577		
7974192	3.25e-02	1.53e-02	-2.45023	-4.4863836	-0.083749		
7985352	3.25e-02	1.53e-02	2.450077	-4.4867447	0.3616592	CFAP161	cilia and flagella associated protein 161
7950560	3.25e-02	1.53e-02	2.450073	-4.4867547	0.2369355	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4
7892524	3.26e-02	1.53e-02	2.449827	-4.4873384	0.3431051		
8174831	3.26e-02	1.53e-02	-2.449543	-4.4880113	-0.2047588	CT47A12///CT47A1///CT47A2///CT47A3///CT47A4///CT47A5///CT47A6///CT47A8///CT47A9///CT47A10///CT47A7///CT47B1///CT47A11	cancer/testis antigen family 47, member A12///cancer/testis antigen family 47, member A1///cancer/testis antigen family 47, member A2///cancer/testis antigen family 47, member A3///cancer/testis antigen family 47, member A4///cancer/testis antigen family 47, member A5///cancer/testis antigen family 47, member A6///cancer/testis antigen family 47, member A8///cancer/testis antigen family 47, member A9///cancer/testis antigen family 47, member A10///cancer/testis antigen family 47, member A7///cancer/testis antigen family 47, member B1///cancer/testis antigen family 47, member A11
7982812	3.26e-02	1.53e-02	2.449428	-4.488285	0.1603796	ZFYVE19	zinc finger FYVE-type containing 19
7898616	3.26e-02	1.53e-02	-2.449351	-4.4884674	-0.1655449	PLA2G2F	phospholipase A2 group IIF
7927606	3.26e-02	1.53e-02	-2.449273	-4.4886537	-0.1660513	PRKG1	protein kinase, cGMP-dependent, type I
8133741	3.26e-02	1.53e-02	-2.449215	-4.48879	-0.1928044	LOC105375355///UPK3B	uroplakin-3b///uroplakin 3B
8034469	3.26e-02	1.53e-02	2.449164	-4.4889111	0.1447992	FBXW9	F-box and WD repeat domain containing 9
7921916	3.26e-02	1.53e-02	2.449136	-4.4889765	0.2107682	RGS5	regulator of G-protein signaling 5
8003149	3.26e-02	1.53e-02	-2.44891	-4.4895139	-0.1851658	KCNG4	potassium voltage-gated channel modifier subfamily G member 4
8026787	3.27e-02	1.54e-02	2.448572	-4.4903143	0.8209073	FAM129C	family with sequence similarity 129 member C
8180351	3.27e-02	1.54e-02	2.448422	-4.49067	0.5592732	CTBP2	C-terminal binding protein 2
8019367	3.27e-02	1.54e-02	-2.448344	-4.4908558	-0.1771182	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
7892709	3.27e-02	1.54e-02	2.448213	-4.491166	0.5020989		
7909127	3.27e-02	1.54e-02	-2.44803	-4.4916006	-0.1740578	MFSD4A	major facilitator superfamily domain containing 4A
8098121	3.27e-02	1.54e-02	-2.447495	-4.4928678	-0.4566296	RAPGEF2	Rap guanine nucleotide exchange factor 2
8003769	3.27e-02	1.54e-02	-2.44744	-4.4929985	-0.280211		
7894035	3.28e-02	1.54e-02	-2.447226	-4.4935049	-0.3664696		
8123763	3.28e-02	1.54e-02	-2.447218	-4.4935248	-0.2246672		
8039625	3.28e-02	1.54e-02	-2.447081	-4.4938506	-0.1615215	ZIM3	zinc finger imprinted 3
7942118	3.28e-02	1.54e-02	-2.447079	-4.4938537	-0.2286256	MYEOV	myeloma overexpressed
7897322	3.28e-02	1.54e-02	2.446632	-4.4949142	0.314678	PHF13	PHD finger protein 13
8116313	3.28e-02	1.54e-02	-2.446351	-4.4955801	-0.1652707	C5orf60	chromosome 5 open reading frame 60
8104463	3.28e-02	1.55e-02	-2.446154	-4.4960451	-0.1964186	MARCH6	membrane associated ring-CH-type finger 6
7927367	3.29e-02	1.55e-02	-2.44569	-4.4971447	-0.2274905	ANXA8L1///ANXA8	annexin A8-like 1///annexin A8
7948470	3.29e-02	1.55e-02	-2.445588	-4.4973854	-0.263032	PTGDR2	prostaglandin D2 receptor 2
8162803	3.29e-02	1.55e-02	2.445378	-4.497885	0.3420193	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
8147040	3.29e-02	1.55e-02	2.444974	-4.4988403	0.3281447	ZBTB10	zinc finger and BTB domain containing 10
7898483	3.30e-02	1.55e-02	-2.444639	-4.4996346	-0.2203243	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
7893416	3.30e-02	1.55e-02	-2.444619	-4.4996801	-0.6012478		
7982985	3.30e-02	1.55e-02	2.444586	-4.4997587	0.2891306	MAPKBP1	mitogen-activated protein kinase binding protein 1
8143054	3.30e-02	1.55e-02	2.444579	-4.499776	0.5793847	AKR1B1	aldo-keto reductase family 1 member B
8180201	3.30e-02	1.55e-02	-2.444516	-4.4999252	-0.1533821	ERVV-1	endogenous retrovirus group V member 1
8104680	3.30e-02	1.55e-02	2.444353	-4.5003108	0.2870847	C5orf22	chromosome 5 open reading frame 22
7895146	3.30e-02	1.55e-02	2.443959	-4.5012432	0.5534479		
8090503	3.30e-02	1.56e-02	-2.44357	-4.5021637	-0.1666177		
8139100	3.31e-02	1.56e-02	-2.443167	-4.5031169	-0.8916884	TARP///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma constant 2
8007363	3.31e-02	1.56e-02	-2.443124	-4.5032186	-0.1545581	WNK4	WNK lysine deficient protein kinase 4
8029321	3.31e-02	1.56e-02	2.442576	-4.5045166	0.4322946	ZNF283	zinc finger protein 283
7914489	3.31e-02	1.56e-02	-2.442457	-4.5047981	-0.2997979	PTP4A2	protein tyrosine phosphatase type IVA, member 2
8020842	3.31e-02	1.56e-02	-2.442314	-4.5051349	-0.1646738	WBP11P1	WW domain binding protein 11 pseudogene 1
8175933	3.31e-02	1.56e-02	-2.442185	-4.5054404	-0.3609839	RENBP	renin binding protein
8103260	3.32e-02	1.56e-02	2.44171	-4.5065643	0.3325258	DCHS2	dachsous cadherin-related 2
8108422	3.32e-02	1.56e-02	2.441637	-4.5067375	0.4779004		
7968234	3.32e-02	1.56e-02	-2.441618	-4.5067823	-0.3669873	SNORA27	small nucleolar RNA, H/ACA box 27
7934156	3.32e-02	1.56e-02	-2.441605	-4.5068131	-0.1420908	NODAL	nodal growth differentiation factor
7894678	3.32e-02	1.56e-02	-2.441489	-4.5070874	-0.3199554		
7947093	3.32e-02	1.57e-02	-2.441	-4.5082439	-0.1828174	MRGPRX1	MAS related GPR family member X1
8043157	3.33e-02	1.57e-02	-2.440651	-4.5090688	-0.1316739	SH2D6	SH2 domain containing 6
8129087	3.33e-02	1.57e-02	-2.440561	-4.5092807	-0.1431399		
8121741	3.33e-02	1.57e-02	-2.440254	-4.5100062	-0.2693656		
8103415	3.33e-02	1.57e-02	-2.440016	-4.5105705	-0.7148585	FAM198B	family with sequence similarity 198 member B
8134339	3.33e-02	1.57e-02	-2.439786	-4.5111135	-0.5439462	PEG10	paternally expressed 10
8079598	3.33e-02	1.57e-02	-2.439715	-4.511282	-0.3151701	ZNF589	zinc finger protein 589
8104107	3.34e-02	1.57e-02	-2.439369	-4.5120982	-0.1385588	TRIML2	tripartite motif family like 2
8156058	3.34e-02	1.57e-02	2.439052	-4.5128475	0.2182793		
8057898	3.34e-02	1.58e-02	-2.439	-4.5129709	-0.2814546	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
8065321	3.34e-02	1.58e-02	-2.43893	-4.5131364	-0.110889		
8055171	3.34e-02	1.58e-02	-2.438784	-4.5134805	-0.2485896		
8017521	3.35e-02	1.58e-02	2.438335	-4.5145419	0.435347	SCN4A	sodium voltage-gated channel alpha subunit 4
8005399	3.35e-02	1.58e-02	-2.438283	-4.5146644	-0.1687204	ALKBH5	alkB homolog 5, RNA demethylase
8098671	3.35e-02	1.58e-02	-2.437848	-4.5156923	-0.1392002	F11	coagulation factor XI
8078663	3.35e-02	1.58e-02	2.437772	-4.5158707	0.2327748	MIR26A1	microRNA 26a-1
8039719	3.35e-02	1.58e-02	2.437757	-4.5159067	0.2759439	ZNF606	zinc finger protein 606
8046018	3.35e-02	1.58e-02	-2.437721	-4.5159913	-0.2258076		
8029950	3.35e-02	1.58e-02	2.437184	-4.517259	0.3181819	EHD2	EH domain containing 2
7996430	3.35e-02	1.58e-02	-2.437153	-4.5173331	-0.1635872	HSF4	heat shock transcription factor 4
7901247	3.36e-02	1.58e-02	-2.436964	-4.517779	-0.1623623	DMBX1	diencephalon/mesencephalon homeobox 1
7945666	3.36e-02	1.59e-02	-2.436548	-4.5187607	-0.4519416	CTSD	cathepsin D
7942261	3.36e-02	1.59e-02	2.436277	-4.5193991	0.2221376	KRTAP5-9	keratin associated protein 5-9
7892922	3.36e-02	1.59e-02	-2.436196	-4.5195909	-0.3115198		
8012839	3.36e-02	1.59e-02	-2.435957	-4.5201552	-0.0949672		
7896561	3.36e-02	1.59e-02	2.435879	-4.5203399	0.4324393		
8036444	3.37e-02	1.59e-02	2.435436	-4.521384	0.360592	ZNF573	zinc finger protein 573
7924731	3.38e-02	1.59e-02	-2.434639	-4.5232646	-0.1283067		
8123678	3.38e-02	1.59e-02	-2.43446	-4.523687	-0.2573701	PXDC1	PX domain containing 1
7917180	3.38e-02	1.59e-02	-2.434423	-4.523773	-0.1795244		
8150842	3.38e-02	1.59e-02	-2.434391	-4.5238498	-0.1836434		
8021185	3.38e-02	1.59e-02	-2.434358	-4.523928	-0.1164044		
8058462	3.38e-02	1.60e-02	2.43427	-4.5241338	0.1782225	MDH1B	malate dehydrogenase 1B
8038874	3.38e-02	1.60e-02	-2.434218	-4.5242581	-0.1600332	LINC01530	long intergenic non-protein coding RNA 1530
8041031	3.38e-02	1.60e-02	-2.434202	-4.5242946	-0.2208757	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
8153459	3.38e-02	1.60e-02	2.433706	-4.525465	0.2233354	PYCRL///PYCRL	pyrroline-5-carboxylate reductase-like///pyrroline-5-carboxylate reductase-like
8034754	3.38e-02	1.60e-02	2.433456	-4.5260542	0.1756911	SAMD1	sterile alpha motif domain containing 1
7946054	3.38e-02	1.60e-02	2.433403	-4.5261781	0.8961221	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
7928944	3.39e-02	1.60e-02	-2.43319	-4.5266819	-0.4050011	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
7985920	3.39e-02	1.60e-02	-2.433123	-4.5268393	-0.1446932	MESP2	mesoderm posterior bHLH transcription factor 2
8123884	3.39e-02	1.60e-02	2.432782	-4.5276433	0.2836927	C6orf52	chromosome 6 open reading frame 52
8112980	3.39e-02	1.60e-02	2.432712	-4.5278077	0.4042613	EDIL3	EGF like repeats and discoidin domains 3
7997228	3.39e-02	1.60e-02	-2.432651	-4.5279513	-0.1253843		
8026250	3.39e-02	1.60e-02	2.432528	-4.5282417	0.1411972	DCAF15	DDB1 and CUL4 associated factor 15
8146517	3.39e-02	1.60e-02	2.432279	-4.5288284	0.3968084	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
8166565	3.39e-02	1.60e-02	-2.432249	-4.528899	-0.1382098	MAGEB18	MAGE family member B18
8048887	3.39e-02	1.60e-02	-2.432207	-4.528998	-0.1149196		
8047241	3.39e-02	1.60e-02	2.432171	-4.5290833	0.204453		
7929282	3.39e-02	1.60e-02	2.432101	-4.5292472	0.7632759	HHEX	hematopoietically expressed homeobox
8172711	3.39e-02	1.61e-02	2.431901	-4.52972	0.1931831		
8152819	3.40e-02	1.61e-02	-2.431594	-4.5304414	-0.3083398		
