Gene.symbol	Gene.ID	adj.P.Val	logFC
EP400NL	347918	0.241232216593051	-0.253133667274375
PHOSPHO1	162466	0.241232216593051	-0.948209004662131
		0.241328657846942	-0.112791910782308
KCNK16	83795	0.241331467574101	-0.180245297810655
UBE2D3	7323	0.241354476984041	-0.684513600172332
SCARF1	8578	0.24137763897592	0.417455586515874
SNORA23	677808	0.24137763897592	-0.870200197138324
PITPNA	5306	0.241420603087561	-0.31793453097959
CLHC1	130162	0.241537943038857	0.298400374808391
CNBP	7555	0.241619161656596	0.342339004963723
ZIM3	114026	0.241662746851388	-0.203032720174602
ORAI1	84876	0.241666208499734	-0.21884048796712
		0.241666208499734	0.139270571450116
		0.241668691319892	0.313317153459186
TSPAN6	7105	0.241668691319892	-0.305619145545352
HRC	3270	0.241685546763779	-0.168756194717687
ACSM2B///ACSM2A	348158///123876	0.241723127642638	-0.136652431243762
GADD45B	4616	0.241726369409495	0.403593293458052
CACNG6	59285	0.241885208976576	-0.337238350323127
KLHDC8B	200942	0.241901649426468	-0.36039767357029
SPPL2B	56928	0.241901649426468	0.303712961704083
RANBP10	57610	0.241901649426468	0.205295996506806
CHRNA1	1134	0.241901649426468	-0.157026117100906
HUS1	3364	0.241910344951187	-0.3410137260068
SLC34A3	142680	0.241960357851747	-0.203427060549886
DHRS4-AS1	55449	0.241970489530907	-0.146499356715418
ZDHHC4	55146	0.242065743850112	0.305953841773245
LMBRD2	92255	0.242105954703967	-0.271744318981859
HILS1	373861	0.242105954703967	-0.217238914477324
		0.242151441424407	-0.315559262295915
ZMAT4	79698	0.242188436307484	-0.149030169490929
		0.242253665720211	-0.140816812846938
		0.242329753184598	-0.174053267429704
TFAM	7019	0.242329753184598	0.301031098874151
SEZ6L	23544	0.24233587371571	0.253424042411567
NRARP	441478	0.242377130693466	0.255004468409297
PRKD3	23683	0.242425966364011	-0.510490985688207
HSD17B6	8630	0.242472477939862	0.114774961945578
EFNA5	1946	0.242477217867787	-0.293215954808388
C11orf63	79864	0.242477217867787	-0.430436439585033
MRPS31	10240	0.242491174619562	-0.256028760560089
CCDC33	80125	0.242502066112218	-0.16245991238549
TM4SF5	9032	0.242566996426474	0.214404850209752
ZNF557	79230	0.242590660023781	-0.239303766747162
		0.242628979115244	-0.357143618363944
RASA1	5921	0.242672893471795	-0.160172108539681
		0.242672893471795	0.324817925583906
RAD51L3-RFFL///RAD51D	100529207///5892	0.242672893471795	0.309631827168936
RSF1	51773	0.242672893471795	-0.237432948013606
TARP	445347	0.242782789115506	-0.621892491294784
CDR1	1038	0.242840297221904	-0.261871651689342
		0.242862419394642	0.1192526124966
		0.242966141106531	-0.345821566275512
		0.242992864942467	-0.398065875784582
LOC162137	162137	0.243053985516812	-0.182804629659866
TM9SF4	9777	0.243151108237334	0.201499487298186
NDUFA7	4701	0.243183321338969	0.183059598917232
		0.243252550305255	-0.266682739240361
		0.243252550305255	-0.137661482335601
SETD3	84193	0.243329783632096	0.195693475507941
TRIM2	23321	0.24335254593348	-0.257310022147392
SNORD114-2	767578	0.243398134257524	0.242858544571429
RXRB	6257	0.243398134257524	-0.244269447670067
LOC643549	643549	0.243398134257524	-0.173231825401357
		0.243398134257524	0.387616106685941
PQLC2L	152078	0.243502652357278	-0.149488854224487
EPHB6	2051	0.243502652357278	-0.183692144184807
SNX27	81609	0.243502652357278	-0.371097309948979
GJB4	127534	0.243549598716338	-0.132185054068025
		0.243559752329801	-0.0878580300090697
		0.243582430280769	0.182362483080502
OR51V1	283111	0.243599874574158	0.18846516948186
		0.243599874574158	0.173517087257371
		0.243599874574158	-0.672520266671199
ALX4	60529	0.243616508083803	-0.242897866290248
KRTAP10-12	386685	0.243685154307087	0.332429220287981
RTP1	132112	0.243685154307087	-0.183574930100906
		0.243685154307087	-0.0741014014897954
		0.243685154307087	0.142658304920636
UGT2B17///UGT2B15	7367///7366	0.243721091789789	-0.517913082780045
		0.243721091789789	0.659492703064626
SNX1	6642	0.243721091789789	-0.17092793813605
		0.243721091789789	0.12920157471882
		0.243750004486864	-0.141655033907029
		0.24376194790357	0.445982429679139
CHMP1B	57132	0.243790730452089	-0.312110781653063
LOC100127955	100127955	0.243790730452089	-0.240269236022677
SDK2	54549	0.24383579702754	-0.374034605519276
FAM184B	27146	0.24383579702754	-0.191325735707484
GNG5	2787	0.243839003350867	0.368961740072564
		0.243875133659787	-0.173796976592969
ARHGAP19-SLIT1///ARHGAP19-SLIT1///ARHGAP19	100533184///100533184///84986	0.243934009328092	-0.164524091914964
RTN2	6253	0.244070233560638	0.32070771420635
FUT6	2528	0.244070233560638	-0.200481484509072
SFT2D1	113402	0.244189574659017	-0.334471799212016
RRAGD	58528	0.244189574659017	0.633620010065762
		0.244245139039292	-0.0956307854569154
FAM91A1	157769	0.244256399201266	0.360254154055557
GAREM1	64762	0.244291844034904	-0.177965590391153
USH1G	124590	0.244293694176646	-0.184352616713152
PPP1CA	5499	0.244509695215501	0.181198306489804
		0.244669966302174	-0.230865171553289
MYO10	4651	0.244821892420069	-0.244935739185938
		0.244821892420069	0.262804561482993
ZNF532	55205	0.244851157951565	-0.660281881590702
TRIM32	22954	0.244931689462863	-0.564007514960312
HIST2H2BD///HIST2H2BC///HIST2H2BE	337874///337873///8349	0.24498067176521	0.429931315558965
PGAM4///PGAM1	441531///5223	0.24502395829034	0.347248649801587
		0.245055003286476	-0.345242776430835
FBXO25	26260	0.245198216942834	-0.436215512183671
PINK1-AS	100861548	0.245264195664133	-0.306819280241496
		0.245352423747558	-0.242699398842404
RNU105B	26767	0.245354430107906	0.349049410096375
		0.245366005256101	-0.922617174452381
SRPRA	6734	0.245366005256101	-0.146522287227889
		0.245366005256101	-0.186526558354874
TIMM21	29090	0.245366005256101	0.54915268242517
NDUFB3	4709	0.245512428448956	-0.439876602230158
MYH3	4621	0.245543623885048	-0.165424583532879
LOC101928751	101928751	0.24562345692103	-0.196982767366212
FAP	2191	0.245639571480479	-0.151647996958049
ABHD2	11057	0.245659008398845	0.518502534717689
PLEKHA8P1	51054	0.245714584659453	0.381421420192744
		0.245881388819616	-0.166256849643991
BNC1	646	0.245994716543985	-0.153750600075963
LNPK	80856	0.245994716543985	-0.24672080433787
		0.246001929672791	-0.130818643146259
		0.246006307345357	-0.376946018109979
		0.246010894910121	-0.305888827765305
TLL2	7093	0.24606671728843	-0.178210415569158
		0.246100194741493	-0.127266228820862
		0.246100194741493	-0.383691760368479
MBOAT7	79143	0.246100194741493	0.769234506834469
GOLGA7	51125	0.24610607628686	-0.208430105071427
		0.24613027064978	-0.178284049562357
FOXE3	2301	0.24613027064978	0.235772863986399
		0.24613027064978	0.0975168923877558
VASP	7408	0.24613027064978	-0.430051481510202
EARS2	124454	0.246167684351573	0.242586940104307
		0.246168340190183	-0.0708200848242622
		0.246168340190183	-0.241959158954647
GALNS	2588	0.246172719229916	-0.310378287268702
CDH22	64405	0.246196862032466	-0.168231977329932
		0.246201607290729	0.283375400097505
IGLJ3///IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1///SCFV///C14orf99///IGK///IGKV3-20///IGHV3-23///IGHV3-48///IGHV3-69-1///IGHV3OR16-7	28831///28442///28396///3507///3500///3493///652070///317730///50802///28912///28442///28424///28402///28309	0.246201607290729	1.28135406147619
		0.246201607290729	-0.200686815486394
KRTAP19-7	337974	0.24633624703266	-0.137139734475055
OR10A5	144124	0.246362194183193	-0.128312033155328
ZNF776	284309	0.24658375196264	-0.296801261560085
STX19	415117	0.246613576603311	-0.163962738278911
		0.246651040253963	-0.230293918951247
		0.246651040253963	0.389226700606576
SPHK2	56848	0.246738054717119	-0.156095620534014
RBM24	221662	0.246738054717119	-0.14209448470975
NOTCH4	4855	0.246778873478789	-0.17423607763492
		0.246814280608692	-0.2979149696678
SOX14	8403	0.246824873785329	0.176231070171204
C1orf106	55765	0.247006247035817	0.219635136395693
LINC00634	339674	0.247135566778689	0.236941936667804
SHC2	25759	0.247319040638622	-0.175055073456915
		0.247319040638622	0.0955955845782324
		0.247338190358944	-0.104410233459182
SCN4B	6330	0.247431979652593	0.182073237609981
		0.247443739107143	-0.207670903541949
		0.247481291893302	-0.174025085897958
FGF7P3///FGF7P6///FGF7	654466///387628///2252	0.247481291893302	-0.134063746269841
		0.24751874946932	-0.177318573748298
ROBO1	6091	0.24751874946932	-0.349615709595237
TMEM51-AS1	200197	0.247540638825243	0.161274132468254
LGALS9	3965	0.247568463674124	0.573137949710886
		0.24762007839376	-0.0847626433809521
NRBP1	29959	0.24762007839376	-0.189112924638325
		0.247632358746636	-0.539862010554423
		0.247632358746636	-0.11546189579365
		0.247690343136678	-0.173792863061224
		0.247690343136678	-0.251324637497729
PRADC1	84279	0.247690343136678	-0.336193889654191
MINA	84864	0.247777717500546	0.384951360061224
		0.247912712390404	0.503681240922903
		0.248074231367106	-0.263301388168934
		0.248165297533696	0.442399387943309
OR6Y1	391112	0.248265245812274	-0.143653378624716
		0.248345911898567	0.305873139357144
TAGLN	6876	0.248345911898567	-0.3253388276712
		0.248375785919009	-0.219654555735826
SPOCD1	90853	0.248419035392456	-0.22357342576304
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379	0.248523523312709	-0.331858916741494
ALG2	85365	0.248554946926048	0.294093101553292
OR13H1	347468	0.248589387754647	-0.129168705419499
KIAA1804	84451	0.248687304275423	0.216807310031749
SLC16A8	23539	0.248687304275423	-0.199715127069159
		0.248687304275423	-0.35129647748526
DCDC1	341019	0.248878727002202	-0.134926011158729
GUCA2B	2981	0.248920344217485	-0.216911638617915
ID2B	84099	0.248949236086385	0.364766771235826
HLF	3131	0.248949236086385	-0.43885489282426
HES6	55502	0.248994173088437	0.218544236060092
OR4F13P	390651	0.249019713874927	-0.189655618477323
ORMDL3	94103	0.249121746140033	-0.551123215320864
BDKRB2	624	0.249128637273631	-0.279029878767572
		0.249188340928197	0.245336398171203
		0.249188340928197	-0.254309677326529
KIF2B	84643	0.249276027617979	0.153505979236963
RCN3	57333	0.249280298287785	-0.5435398962483
		0.249280298287785	-0.231650239896825
		0.249334334882831	0.262678554823131
CCDC38	120935	0.249404074722502	-0.143639448159864
LOC100506127	100506127	0.249450656301428	0.398263620465989
		0.249450656301428	0.44844403064626
CD86	942	0.249491744678315	1.01416163459977
RPS20	6224	0.249660272006816	0.515468998902497
DUX4///DUX1///DUX5	100288687///26584///26581	0.249820246446458	0.30511935637075
ANP32C	23520	0.249855295941946	0.337929914700683
		0.249855295941946	-0.110126659319727
ZNF724	440519	0.249855295941946	0.596189086524945
SLC28A1	9154	0.250031203027587	-0.142795021376417
DTWD2	285605	0.250031203027587	0.347218168633789
UTF1	8433	0.250039693921006	-0.220161051531741
PLPPR1	54886	0.250127158750669	-0.166978624358276
MMD	23531	0.25012863310213	-0.414196596549885
HIBADH	11112	0.25012863310213	0.38284181521315
COPS6	10980	0.25012863310213	0.300532753840136
HIP1	3092	0.25012863310213	0.656328542623585
		0.25017415283086	0.211940222685943
C9orf163	158055	0.250222372712366	-0.201819360619046
PTOV1	53635	0.250269417657913	-0.179625944469383
		0.250284896248814	-0.130057433155328
		0.250284896248814	-0.357439662831064
		0.25029439204422	-0.414670712684808
		0.250408832707308	-0.180175077179137
PRELID1	27166	0.250419739352913	-0.272587316223353
		0.250419739352913	0.541052815015881
		0.250423728556114	-0.148045685930838
NSMCE3	56160	0.250770938857313	-0.332120837167798
ONECUT2	9480	0.250793617775677	-0.168380617695011
KCNA4	3739	0.250806327896873	-0.205262280970522
ZNF649	65251	0.25090348169765	0.384730937446715
VPS35	55737	0.25090348169765	0.204703560167799
		0.250947726587336	-0.491275766896827
		0.250973024156534	0.474167745451249
		0.25101303212789	-0.148628066556689
SMG9	56006	0.251164081360865	-0.202273598219955
		0.251267251365362	-0.200088109341268
WDR45B	56270	0.251344480333414	0.169575392681407
		0.251506258855142	0.464162354774377
		0.251506258855142	-0.0905064644206348
ZNF663P	100130934	0.251506258855142	-0.158784240275509
		0.251549800682783	-0.536934631565758
KMT5C	84787	0.251549800682783	0.171824608509072
EMILIN3	90187	0.251769923427053	-0.147509185842404
		0.251779837722261	-0.185894102801586
		0.2518701336959	-0.169763180793649
NKD1	85407	0.251913639589891	-0.178529453839001
		0.251963823842853	-0.177503303620183
THRB	7068	0.252166773575989	-0.318818226163263
KRTAP3-3	85293	0.252179354603269	-0.110306080438777
		0.252212495864403	0.111938923308391
		0.252212495864403	-0.320296815283446
		0.252301980650222	-0.158135308760772
		0.252305198295236	-0.103339616100906
CUEDC1	404093	0.252305198295236	-0.322937174612243
		0.252305198295236	-0.185358544385483
UGGT2	55757	0.252305198295236	0.527216015608844
		0.252323676028579	-0.356847079301584
LINC00221	338005	0.25239197820905	-0.144593920116781
ZC3H18	124245	0.252396439271964	-0.135986805504534
		0.252439806282161	0.467933113140591
HRAS	3265	0.252467601337495	-0.250798316744896
		0.252525935032357	0.391660920214285
		0.252550929105804	-0.154968513496597
		0.252590657111134	0.205328132774377
		0.252655088111698	-0.122414296520409
		0.252691896716054	-0.290901852404761
C3orf30	152405	0.252779248790078	-0.154735480238094
F2RL1	2150	0.252779248790078	-0.688995074062359
		0.252779248790078	0.494852686461451
YY1	7528	0.252779248790078	-0.113808297139459
ODF3	113746	0.252816491658521	-0.158703499645124
ZBTB10	65986	0.25288984787847	0.385327582247165
LOC100130428	100130428	0.252899255889268	-0.532692666814055
		0.252919038443235	-0.094766879797052
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3	100507607///100132247///728741///283970///23117	0.252919203336763	-0.684478698590702
LEFTY2	7044	0.252954872416474	-0.225609799197278
KLHL26	55295	0.252977395817533	-0.138476231552154
		0.253001929416774	-0.26136845936508
OR2M2	391194	0.253006009154775	-0.0929839708650788
		0.253006009154775	0.273166458632655
TOP1	7150	0.253006009154775	0.247876789587306
ZNF534	147658	0.253006009154775	-0.141606660781179
KIF3A	11127	0.253088722301786	-0.438072003363947
		0.253123681310139	0.236064335996598
PLP2	5355	0.253164004252661	-0.272254685962583
		0.253218978237104	-0.340896622671201
OR2D2	120776	0.253344901466321	0.229631231913834
FAM212B	55924	0.253344901466321	-0.656956079738096
SLC41A3	54946	0.253344901466321	0.235076360613379
		0.253344901466321	-0.185886057829931
SCARNA9	619383	0.253344901466321	0.633257870036285
		0.253446862231481	-0.468511480856006
IGFL3	388555	0.253595644110641	-0.159825071267574
ZNF440	126070	0.253625928099559	0.23839511515193
ADCK2	90956	0.253626549676389	-0.243828747223354
IDI1	3422	0.253628483297846	-0.356335817798188
		0.253683104034665	0.111388638422903
LOC101927181	101927181	0.253736567355618	0.245293716232427
		0.253786837088054	-0.246475142996599
		0.253791417684443	-0.283535201077096
NIT2	56954	0.253855815295543	0.644895850370754
CHSY3	337876	0.253855815295543	0.191026354871885
		0.253922681084107	-0.301481536153056
		0.253957000107965	0.219335057300454
SPATA9	83890	0.253980381886275	0.119565043977325
MROH6	642475	0.254089680447933	0.230710125397958
		0.254134885463813	-0.32329324166213
		0.254196882916318	-0.325363723753969
THTPA	79178	0.254196882916318	0.329345706091838
		0.254196882916318	-0.352293190092968
TMEM127	55654	0.25423046238536	-0.347770054571429
		0.25423046238536	-0.149489707631519
DOK1	1796	0.25423046238536	-0.27400035802154
		0.254236281359973	-0.252529478198412
		0.254236281359973	-0.143033160294784
APOBEC3A_B///APOBEC3A	100913187///200315	0.254236281359973	-1.17107272880158
NIPAL4	348938	0.254236281359973	-0.342598116765301
ELMO1	9844	0.254236281359973	0.208663922888892
		0.254236281359973	0.28875812442744
		0.254236281359973	0.38512118156576
MIR200C	406985	0.254244826908343	-0.326525152099775
KIAA1328	57536	0.254498556931702	-0.540395672732426
TMEM123	114908	0.254498556931702	-0.202761809699542
		0.254529546680863	-0.13126982736848
		0.254545390456326	-0.0773873610861671
TPM3///ROS1///NTRK1	7170///6098///4914	0.254622722883468	0.178669802712022
		0.254666624221272	-0.21258680757823
		0.254682313157467	0.137360592528345
HS3ST3A1	9955	0.254752042626693	0.212363311022677
RPL13AP5	728658	0.254752042626693	0.34233316754422
CFH	3075	0.254789879119444	0.637852474147394
ELP5	23587	0.254796944087335	0.246737977952381
RPS5	6193	0.254896926947216	0.535107319191614
		0.254896926947216	0.157384447058954
FGGY	55277	0.254983601136955	-0.299018957444443
SLC1A6	6511	0.25498891986263	-0.155642722585033
		0.25524753624947	0.350976261371883
RFPL4B	442247	0.25524753624947	0.126695439749434
SKA2	348235	0.25524753624947	0.559417858944444
		0.25524753624947	0.287743827088438
LY6G5C	80741	0.25524753624947	0.417958705100908
		0.25524753624947	-0.0842974351848067
		0.25524753624947	-0.23101232139682
		0.255320684281971	-0.375979534269839
		0.255320754358874	-0.137143571756236
		0.255371804042941	-0.505874054963717
ADPRHL1	113622	0.255458414922391	0.175598575308391
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///642799///642778///440345///339044///283970///283955///23117///9284///5310///100132247///440345///23117	0.255483142213702	0.257379431757373
		0.255495218394029	0.323961827020405
CT55	54967	0.255557358323978	-0.183695998756235
		0.255570355762038	-0.10347606290703
KCNQ1DN	55539	0.25557629380136	-0.192197703257369
STK32A	202374	0.255589438204991	-0.156648276970521
C2CD4C	126567	0.255636373769339	0.196458553380953
IL27	246778	0.255657903721082	-0.234984694820858
SNORA15	677803	0.255712478684968	0.423278992851475
BOLA2-SMG1P6///LOC101060386///SMG1P3///BOLA2B///SMG1P1///SMG1P5///BOLA2///SMG1P2///SMG1	107282092///101060386///100271836///654483///641298///595101///552900///440354///23049	0.255754089462933	0.376025773226758
TLCD2	727910	0.255762408527637	-0.181039717417233
		0.255762408527637	-0.226994011046485
CAMK1	8536	0.255762408527637	-0.522057719439907
		0.255762408527637	-0.426281103037414
		0.255762408527637	-0.0722007215328784
		0.255762408527637	-0.125054244517007
		0.255762408527637	-0.252306925370746
CYP4F30P///CYP4F62P///FAR2P1	100132708///646802///440905	0.255762408527637	-0.190503439657596
BUB3	9184	0.255828158279068	0.354674336828797
ZNF234	10780	0.255828158279068	-0.332840280223356
RAB7A	7879	0.255929017852321	-0.396898621943304
SLC22A10	387775	0.255997021373749	0.212653466782314
BHMT2	23743	0.256138125524455	-0.205277197075962
		0.256138125524455	-0.242511124302718
LOC171391	171391	0.256138125524455	-0.206290327942176
SH3GL1	6455	0.256138125524455	-0.173071619697277
		0.256157145834424	0.159583032064627
		0.256188221367047	0.419452317931973
CD320	51293	0.256188221367047	-0.18116056695805
		0.256236766073387	-0.215271028753967
C17orf64	124773	0.256294809941944	0.172550622658733
MGARP	84709	0.256340322735976	-0.177592353344669
		0.256342049618434	0.26409873165193
RHOBTB2	23221	0.256345718935533	-0.339027650562356
CCL15-CCL14///CCL15///CCL14	348249///6359///6358	0.256368395647716	0.151666926316328
EDN2	1907	0.256376524509265	-0.181994065307255
ERAS	3266	0.25638925101654	-0.170440050193879
ACTR3BP2///ACTR3BP5	440888///399746	0.25638925101654	-0.280503653845805
		0.25638925101654	-0.0866013185442176
		0.25638925101654	-0.451091064399091
		0.256409160368696	-0.16968932831179
SEC11A///SEC11A	23478///23478	0.256410250876839	0.310982245473925
		0.256414949044899	-0.199014532747164
		0.256836643592933	-0.12777006438889
DCHS2	54798	0.256861093793814	-0.116019740810657
DFFA	1676	0.256863776233588	0.463045435300455
LINC00205	102723489	0.256885108980281	0.196940857174605
		0.257077638297892	-0.356158271427438
CNIH4	29097	0.257156773651119	-0.315342828680272
NEK8	284086	0.257156773651119	-0.23544225730272
SSR4P1	728039	0.257196438127015	-0.170490601582763
		0.257324415762855	-0.0928946796802701
FASTK	10922	0.257338798380325	-0.358759641931973
TNXB///TNXA	7148///7146	0.257338798380325	0.231237510265308
		0.257338798380325	-0.132223655278911
		0.257338798380325	-0.34773831284127
PLAC9	219348	0.257338798380325	0.233681297326533
		0.25735237004009	0.17428895620635
		0.25742692494485	0.547135736633789
		0.257452095385727	0.147049358831066
NR2E3	10002	0.257502790641943	-0.154055905612244
		0.257577578464485	-0.371792907575963
CATX-1	100506513	0.257716296398825	-0.15430294523696
OR4C13///OR4C46	283092///119749	0.257742569304204	0.144613612527213
		0.257742569304204	-0.126201237138321
		0.257789060590423	-0.230439973082765
SNAP91	9892	0.257798594675842	-0.172245552642857
FAF2	23197	0.257870491134141	0.287710056913836
		0.257938486558367	-0.272056519799319
HSPE1-MOB4///MOB4	100529241///25843	0.257985755782262	-0.378715560659862
FGF20	26281	0.258090767090935	-0.180048268383219
ETV4	2118	0.258096770964644	0.177311739654195
		0.258130329236965	-0.393573314701813
		0.258219949034113	-0.137001430328798
ZNF705A	440077	0.258288332458081	-0.142792345782313
SLITRK5	26050	0.258331827231467	0.211733024736962
		0.258331827231467	-0.28041520819841
		0.258374198435863	-0.546004802337865
		0.258374198435863	-0.198842730280044
MYO1A	4640	0.258438229593981	-0.178722994942175
UBAP1	51271	0.258590987693288	0.40555486918027
TMEM101	84336	0.258590987693288	-0.16792645699093
TET2	54790	0.258590987693288	-0.530763935263037
		0.258663162650196	-0.552568549600905
TOR1AIP1	26092	0.258697662453836	-0.371930436040813
		0.258786626794648	-0.310528896868482
		0.258813538751904	-0.444246250837868
		0.258828832681358	-0.347124673280044
		0.258849276658301	-0.109744587223354
		0.258955741546098	-0.166077575272108
		0.259001571709705	-0.254377831670066
		0.259096086938813	0.301130161968258
MIR31HG	554202	0.259149636009324	-0.161271062400225
OR8K3	219473	0.259149636009324	-0.130393814018139
SLC27A1	376497	0.259211288386638	0.265522148803856
PAFAH1B1	5048	0.259255232620934	-0.265637684460318
		0.259327253819286	-0.115795880809524
ZSCAN20	7579	0.259406095026125	0.219442446521542
LRTOMT	220074	0.259406095026125	-0.211604875053286
		0.259479232438669	-0.249438565865076
VPS41	27072	0.259645379865178	0.272587270772108
		0.259646349432878	-0.0926541888707497
SULT2B1	6820	0.259867285580203	0.19807053243991
		0.259880683750321	-0.115555603488661
DNAJB7	150353	0.259917848507271	-0.171878336767573
CD300LF	146722	0.259955374587533	0.829822792692744
		0.260065168293039	-0.382493928287982
LCE3B	353143	0.260065168293039	0.166767867825397
TSSK2	23617	0.260071619984876	0.169451908269842
C9orf64	84267	0.26009508024252	-0.343799405738094
GTF2IRD1	9569	0.260102335384177	0.157300089462586
SH2D6	284948	0.260102335384177	-0.14949948690476
MIGA1	374986	0.26016319830531	-0.258400823439906
		0.26016319830531	-0.252689530671199
PRM2	5620	0.260166127323261	-0.231660557258502
		0.260166127323261	0.269578813832202
		0.26016868020297	-0.184554212835601
		0.260259517659966	-0.236924944544216
FLJ41327	401045	0.260320537000632	-0.198343010361676
		0.260343316545439	0.318985862272112
TRPV3	162514	0.260344640233836	-0.151648495496598
		0.260414558590338	-0.376130570276641
THEM5	284486	0.260484707584431	-0.150035936242628
		0.260560600231784	-0.134998032632652
		0.260644161095114	-0.536893509088436
TCHP	84260	0.260696860705736	-0.144099028361675
ENKD1	84080	0.260746032114235	-0.165943051654197
MIRLET7BHG	400931	0.260746032114235	0.30012474522676
		0.260746032114235	-0.0827299391814047
		0.260746032114235	-0.362152610784578
		0.260746471636753	-0.217395288544217
GLRA4	441509	0.260746471636753	-0.197080933504534
RPL10A	4736	0.260763938321817	0.547462078290252
CLEC2A	387836	0.260769751885211	0.391254313980725
NDUFA4	4697	0.260864115533112	0.504935198640593
OR56A1	120796	0.260934262529626	0.205336312014739
		0.260989530015587	-0.101701035205214
		0.261105013127017	-0.189335787767573
NEFH	4744	0.261105013127017	0.248513122710885
		0.261211571410693	0.0935701262029496
KRT26	353288	0.26130965152587	-0.144714971993196
NXF4	55999	0.261422210464461	-0.142509625910431
LOC646813	646813	0.261553556490318	0.350385999789116
GLMP	112770	0.261599648451865	-0.34318321734127
TFE3	7030	0.261699779357532	-0.46031843317347
LINC00910	100130581	0.261699779357532	-0.0979080176088423
		0.261699779357532	-0.420809694278915
		0.26186262364144	-0.308449129090701
		0.26186262364144	-0.18458520786508
		0.261967558113045	0.207516377620183
		0.262021436743272	0.567032023774381
		0.262022577475131	0.0901024231814063
		0.262100409852293	-0.335309363024943
		0.262100409852293	0.305465243860546
ERV3-1	2086	0.262360292286538	0.525823601454648
FAM174B	400451	0.262364306420096	0.262330148612246
VPS53	55275	0.262409795877012	-0.201618710592969
		0.262516499107609	-0.164453245385487
METRN	79006	0.26262962101432	0.211746603261905
GLB1L	79411	0.26262962101432	0.433284318905894
LRRC73	221424	0.262668136385678	-0.190689759873014
PIGH	5283	0.262748874373836	-0.365644587707481
		0.262776236569226	-0.123623353752834
IRF2BP1	26145	0.262800808023771	-0.193885767061224
HSD17B3	3293	0.262800808023771	-0.160891648056687
SMARCD3	6604	0.26293230929278	-0.382340807837867
		0.262998794572987	0.634868131513613
AIRE	326	0.263051670502635	-0.16491352586621
STYX	6815	0.263054713637599	-0.345304686316325
ACKR2	1238	0.263054713637599	-0.165780674558957
CYBB	1536	0.263054713637599	1.35084876934807
TRIM59	286827	0.263054713637599	0.538014154765308
		0.263132966950135	-0.237137459036278
LOC100134868	100134868	0.263169852971413	0.458707187266441
		0.263303659441577	-0.0807728282732429
GFOD1	54438	0.263303659441577	0.242622113760771
PLAC1	10761	0.26331253097104	0.139650615945579
KCNG4	93107	0.263372563030815	-0.234280350616777
FAHD1	81889	0.263372563030815	0.384694144556689
		0.263394988555067	-0.499847067019276
LOC439938	439938	0.263537952395316	0.175124511399093
ADAMTS16	170690	0.263550239945244	-0.192236870894556
LOC643406	643406	0.263550239945244	-0.215891600280042
SRCIN1	80725	0.263609948330915	-0.188387294734696
CCNC	892	0.263633613507761	0.404296366012473
TMEM79	84283	0.263673073806479	-0.201697288585034
		0.263673073806479	0.372233649407032
FAM99A	387742	0.263673073806479	-0.246824745300453
		0.263746011524298	0.211344875258503
ADAM29	11086	0.263793164211357	-0.119887752843538
KCNQ3	3786	0.263793164211357	-0.164649336617912
		0.263812828484696	0.130092691611113
		0.263818034718694	-0.133461128018133
B4GALNT1	2583	0.263818034718694	-0.162204291136056
		0.263818034718694	-0.174435014941043
TMEM150B	284417	0.26382806119817	0.406984007953517
QTRT1	81890	0.26382806119817	0.323599674817458
NLRP5	126206	0.26382806119817	0.143544557014741
NR1H2	7376	0.263878816509674	-0.221245459155328
GPR151	134391	0.263940662098939	-0.155872766393421
RIMS4	140730	0.263968289925397	-0.157085223918369
ADAP1	11033	0.264013687372422	-0.447648993108842
DNHD1	144132	0.264013687372422	-0.34196458934467
PITX3	5309	0.264043065024837	0.211747778512474
NBPF6///NBPF22P///NBPF4	653149///285622///148545	0.264043065024837	-0.335637806832198
PIP	5304	0.264083450160136	-0.165708475680272
		0.264150165814665	0.397985273560088
		0.264215833917175	-0.242627973968253
CTU1	90353	0.264248145359451	-0.196639013934238
		0.264330723316371	-0.443500761428571
		0.264330723316371	0.18040888096826
		0.264396925774774	-0.0876998768367336
		0.26440584585577	-0.101866259590703
		0.264436641879358	-0.360191162493196
FMNL2	114793	0.264488841086467	0.324066141199547
		0.264488841086467	0.426453249896827
ARL13B	200894	0.264488841086467	0.20515680176984
		0.264534519902721	-0.702655647493198
